step,train_loss,eval_loss
0,3.8332548574967817,3.8332548574967817
10,3.1959896087646484,3.1786112785339355
20,2.980942964553833,3.029605518687855
30,3.0108304023742676,2.957365469499068
40,2.8672256469726562,2.8773349848660557
50,2.699737310409546,2.764327634464611
60,2.643425226211548,2.658674348484386
70,2.7047300338745117,2.5846829847856
80,2.5498099327087402,2.5286344181407583
90,2.4226388931274414,2.485946611924605
100,2.403428792953491,2.484022682363337
