step,train_loss,eval_loss
0,3.8332548574967817,3.8332548574967817
10,3.024437189102173,3.00200739773837
20,2.8221497535705566,2.855498335578225
30,2.745471477508545,2.6837292584505947
40,2.5302670001983643,2.532807935367931
50,2.3799216747283936,2.407015735452825
60,2.359930992126465,2.318613355809992
70,2.3715922832489014,2.240771456198259
80,2.1772172451019287,2.196129007772966
90,2.088862180709839,2.1687126593156294
100,2.0168449878692627,2.1229094700379805
