step,train_loss,eval_loss
0,3.8332548574967817,3.8332548574967817
10,3.0276989936828613,3.0050173022530298
20,2.833530902862549,2.8680940107865767
30,2.7549736499786377,2.6962546652013604
40,2.54284405708313,2.5486232150684702
50,2.3966848850250244,2.4228213266892866
60,2.375810384750366,2.331016952341253
70,2.3853707313537598,2.2515918666666206
80,2.187051296234131,2.20920991897583
90,2.1027650833129883,2.1801650632511484
100,2.0317482948303223,2.139144106344743
