step,train_loss,eval_loss
0,3.8332548574967817,3.8332548574967817
10,3.1454694271087646,3.1212228644977915
20,2.9183127880096436,2.9622088345614346
30,2.9712343215942383,2.92187424139543
40,2.8453032970428467,2.8669536113739014
50,2.7837135791778564,2.859439503062855
60,2.701793670654297,2.713077198375355
70,2.689521312713623,2.560041232542558
80,2.447827100753784,2.4585982886227695
90,2.3194425106048584,2.3912594535134057
100,2.2308056354522705,2.3329064629294654
