step,train_loss,eval_loss
0,3.8332548574967817,3.8332548574967817
10,3.043529987335205,3.0216396071694116
20,2.787290334701538,2.839706074107777
30,2.791557550430298,2.7259391004388984
40,2.6015853881835938,2.580257762562145
50,2.421250581741333,2.4742052988572554
60,2.4055910110473633,2.399922110817649
70,2.455723762512207,2.3290945291519165
80,2.267334461212158,2.271756887435913
90,2.145691156387329,2.2377481027082964
100,2.0831594467163086,2.204346548427235
