step,train_loss,eval_loss
0,3.8332548574967817,3.8332548574967817
10,3.0603878498077393,3.041188955307007
20,2.9298555850982666,2.972043839367953
30,2.9822683334350586,2.903767715800892
40,2.7321465015411377,2.7370558868754995
50,2.624026298522949,2.658965522592718
60,2.5790529251098633,2.581155690279874
70,2.629794120788574,2.515241406180642
80,2.4357025623321533,2.471646482294256
90,2.3861618041992188,2.434221246025779
100,2.335355758666992,2.435922145843506
