step,train_loss,eval_loss
0,3.8332548574967817,3.8332548574967817
10,3.1872096061706543,3.170723936774514
20,2.9839181900024414,3.035777070305564
30,2.9902427196502686,2.930385546250777
40,2.8278961181640625,2.8248743360692803
50,2.652942180633545,2.7180672992359507
60,2.6041743755340576,2.6161294633691963
70,2.6825239658355713,2.553335254842585
80,2.4929680824279785,2.504051837054166
90,2.4304323196411133,2.4815089485862036
100,2.389813184738159,2.4619074084542016
