step,train_loss,eval_loss
0,3.8332548574967817,3.8332548574967817
10,3.0870163440704346,3.0645700151270088
20,2.958953380584717,3.0002790797840464
30,3.067215919494629,3.008590416474776
40,2.9952938556671143,3.0055046515031294
50,3.0289742946624756,3.011788758364591
60,3.044999361038208,3.012210477482189
70,3.046870231628418,3.015540188009089
80,2.9773802757263184,3.0193633382970635
90,3.065513849258423,3.02390549399636
100,2.9938855171203613,3.0254006385803223
