step,train_loss,eval_loss
0,3.8332548574967817,3.8332548574967817
10,3.145772933959961,3.121217359196056
20,2.9202821254730225,2.963769934394143
30,2.9750900268554688,2.9261102893135766
40,2.8430280685424805,2.8645932240919634
50,2.776646614074707,2.827062650160356
60,2.7809712886810303,2.795892975547097
70,2.7312583923339844,2.626167579130693
80,2.4823527336120605,2.488476276397705
90,2.3549959659576416,2.4173637303439053
100,2.258310079574585,2.3596200942993164
