step,train_loss,eval_loss
0,3.8332548574967817,3.8332548574967817
10,3.0328259468078613,3.0089589899236504
20,2.7702219486236572,2.8192568042061548
30,2.7526369094848633,2.6864195520227607
40,2.559563398361206,2.5359685637734155
50,2.377352714538574,2.4354156364094126
60,2.3698513507843018,2.367383285002275
70,2.432964563369751,2.298280510035428
80,2.2104194164276123,2.2304900126023726
90,2.0928728580474854,2.203498298471624
100,2.0521912574768066,2.160941568287936
