step,train_loss,eval_loss
0,3.8332548574967817,3.8332548574967817
10,3.1406140327453613,3.1141833392056553
20,2.902169704437256,2.948034329847856
30,2.943376064300537,2.8932969353415747
40,2.8356740474700928,2.8542675105008213
50,2.7534265518188477,2.8434786146337334
60,2.7014780044555664,2.718196218663996
70,2.7055306434631348,2.601643432270397
80,2.495177745819092,2.488974939693104
90,2.3569276332855225,2.421525153246793
100,2.2472691535949707,2.35578406940807
