step,train_loss,eval_loss
0,3.8332548574967817,3.8332548574967817
10,3.2135584354400635,3.1785184253345835
20,2.9909095764160156,3.0260453440926294
30,3.094517469406128,3.028024586764249
40,3.0126094818115234,3.022574403069236
50,3.0578129291534424,3.0412986928766426
60,3.099755048751831,3.0671998370777476
70,3.169545888900757,3.1281138983639805
80,3.1244027614593506,3.1684638153422964
90,3.223120927810669,3.165089260448109
100,3.1109447479248047,3.1407880132848565
