step,train_loss,eval_loss
0,3.8332548574967817,3.8332548574967817
10,3.0458621978759766,3.0239088101820513
20,2.7859413623809814,2.8388134999708696
30,2.791395425796509,2.72712440924211
40,2.6085469722747803,2.589082197709517
50,2.4255917072296143,2.479469147595492
60,2.41068959236145,2.4033996842124243
70,2.462836265563965,2.333349184556441
80,2.281863212585449,2.279953718185425
90,2.1593024730682373,2.2476806965741245
100,2.088308811187744,2.2083787484602495
