step,train_loss,eval_loss
0,3.8332548574967817,3.8332548574967817
10,3.0245285034179688,3.0022059787403452
20,2.823319435119629,2.856996016068892
30,2.7466073036193848,2.6851652318781074
40,2.5315322875976562,2.5339777686379175
50,2.382089376449585,2.408143411983143
60,2.3600525856018066,2.31889668377963
70,2.3736178874969482,2.2416645180095327
80,2.179750680923462,2.1968304243954746
90,2.0892415046691895,2.168435801159252
100,2.0181169509887695,2.1248518228530884
